标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,本地Markdown
请问北京朝阳区教育资源和前景如何？如果买学区房的话在朝阳买有意义吗？,一哒哒二哒哒,2,https://www.zhihu.com/question/459115429/answer/3226213374,19,24,output/zhihu_chaoyang/markdown/303-请问北京朝阳区教育资源和前景如何？如果买学区房的话在朝阳买有意义吗？-3226213374.md
北京朝阳区，孩子已经上小学，初中之前换学区房来得及吗？,煎饼,0,https://www.zhihu.com/question/447534823/answer/1761833633,19,24,output/zhihu_chaoyang/markdown/091-北京朝阳区，孩子已经上小学，初中之前换学区房来得及吗？-1761833633.md
小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？,越满天清,0,https://www.zhihu.com/question/1923402321318086212/answer/1928406344542692311,19,24,output/zhihu_chaoyang/markdown/206-小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？-1928406344542692311.md
小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？,歡慶,0,https://www.zhihu.com/question/1923402321318086212/answer/1925852774593196088,19,24,output/zhihu_chaoyang/markdown/322-小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？-1925852774593196088.md
小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？,Allee1217,0,https://www.zhihu.com/question/1923402321318086212/answer/1924475682236397085,19,24,output/zhihu_chaoyang/markdown/373-小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？-1924475682236397085.md
小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？,步行千里,0,https://www.zhihu.com/question/1923402321318086212/answer/1927148985992341453,18,24,output/zhihu_chaoyang/markdown/332-小孩要上小学了，在朝阳区南部，朝阳实验小学南校和八十中牌坊分校哪个更好一些？-1927148985992341453.md
北京朝阳区好的私立小学，大学前不想出国。因为工作地在朝阳，听说办了五证也只能上朝阳的私立小学。求推荐?,雅思教师,0,https://www.zhihu.com/question/379294414/answer/1077412260,18,24,output/zhihu_chaoyang/markdown/494-北京朝阳区好的私立小学，大学前不想出国。因为工作地在朝阳，听说办了五证也只能上朝阳的私立小学。求推荐-1077412260.md
朝阳区非京籍幼升小父母一方在朝阳区工作中途更换用人单位了可以吗?,燕子,0,https://www.zhihu.com/question/509520673/answer/2294984374,18,24,output/zhihu_chaoyang/markdown/640-朝阳区非京籍幼升小父母一方在朝阳区工作中途更换用人单位了可以吗-2294984374.md
朝阳区非京籍幼升小父母一方在朝阳区工作中途更换用人单位了可以吗?,LUCK-北京,0,https://www.zhihu.com/question/509520673/answer/2295412302,18,24,output/zhihu_chaoyang/markdown/641-朝阳区非京籍幼升小父母一方在朝阳区工作中途更换用人单位了可以吗-2295412302.md
800万预算在北京望京买房有什么建议？,劝你别买房,17,https://www.zhihu.com/question/275799967/answer/2251840673,95,23,output/zhihu_chaoyang/markdown/907-800万预算在北京望京买房有什么建议？-2251840673.md
孩子要上小学，朝阳和东城怎么选？,京选置家,0,https://www.zhihu.com/question/482255915/answer/3211062007,62,23,output/zhihu_chaoyang/markdown/856-孩子要上小学，朝阳和东城怎么选？-3211062007.md
北京朝阳学区选哪个片区?,云上观房,4,https://www.zhihu.com/question/591524094/answer/1935618350236545293,57,23,output/zhihu_chaoyang/markdown/033-北京朝阳学区选哪个片区-1935618350236545293.md
非京籍北京，上学及购房问题，希望明白人指点?,私立学校指南,1,https://www.zhihu.com/question/412641403/answer/74667154764,51,23,output/zhihu_chaoyang/markdown/772-非京籍北京，上学及购房问题，希望明白人指点-74667154764.md
北京买房，朝阳门上班，总价600-700推荐哪里?,房产的那些事儿,1,https://www.zhihu.com/question/444875832/answer/2652055164,41,23,output/zhihu_chaoyang/markdown/822-北京买房，朝阳门上班，总价600-700推荐哪里-2652055164.md
关于孩子北京上小学的问题？,私立学校指南,0,https://www.zhihu.com/question/531691948/answer/69910250224,31,23,output/zhihu_chaoyang/markdown/515-关于孩子北京上小学的问题？-69910250224.md
朝阳户口北京幼升小，我该如何选择？,鱼丸子,6,https://www.zhihu.com/question/379568652/answer/1160039355,28,23,output/zhihu_chaoyang/markdown/506-朝阳户口北京幼升小，我该如何选择？-1160039355.md
北京上小学，是选东城的新鲜胡同小学还是西城民办北师大亚太呢？,歇够了 往前走,0,https://www.zhihu.com/question/1902440708259968995/answer/1979565163549065693,26,23,output/zhihu_chaoyang/markdown/897-北京上小学，是选东城的新鲜胡同小学还是西城民办北师大亚太呢？-1979565163549065693.md
北京朝阳区的学区房值得买吗?,老污龟,25,https://www.zhihu.com/question/442497473/answer/3132387705,24,23,output/zhihu_chaoyang/markdown/068-北京朝阳区的学区房值得买吗-3132387705.md
预算500W，小孩还有几年上小学，想在朝阳买个有学区的房子，有推荐的吗？,沱沱,1,https://www.zhihu.com/question/442276841/answer/1711773753,23,23,output/zhihu_chaoyang/markdown/102-预算500W，小孩还有几年上小学，想在朝阳买个有学区的房子，有推荐的吗？-1711773753.md
10年后，北京还会有学区房的概念吗？,coldplay,86,https://www.zhihu.com/question/4605623690/answer/44529661477,21,23,output/zhihu_chaoyang/markdown/1253-10年后，北京还会有学区房的概念吗？-44529661477.md
求助:朝阳区学区房该如何选择？看上了陈经纶嘉铭分校和人大附朝阳学校两个学校？,一流剑客,6,https://www.zhihu.com/question/315081520/answer/901058005,21,23,output/zhihu_chaoyang/markdown/163-求助-朝阳区学区房该如何选择？看上了陈经纶嘉铭分校和人大附朝阳学校两个学校？-901058005.md
北京租房可以上学吗？,私立学校指南,1,https://www.zhihu.com/question/1937178655026577769/answer/1941123195106210779,108,22,output/zhihu_chaoyang/markdown/707-北京租房可以上学吗？-1941123195106210779.md
北京望京是个什么样的地段？,西瓜姐教买房,15,https://www.zhihu.com/question/22717822/answer/999391406,82,22,output/zhihu_chaoyang/markdown/1342-北京望京是个什么样的地段？-999391406.md
北京望京是个什么样的地段？,西瓜姐教买房,4,https://www.zhihu.com/question/22717822/answer/1579582941,80,22,output/zhihu_chaoyang/markdown/938-北京望京是个什么样的地段？-1579582941.md
在北京市朝阳外国语学校就读是一种怎样的体验？,ljjzshcx,4,https://www.zhihu.com/question/67272274/answer/379657216,62,22,output/zhihu_chaoyang/markdown/911-在北京市朝阳外国语学校就读是一种怎样的体验？-379657216.md
550万北京买房完全不考虑学区可以买到什么地方？,小房圈,24,https://www.zhihu.com/question/480266947/answer/2073072808,41,22,output/zhihu_chaoyang/markdown/129-550万北京买房完全不考虑学区可以买到什么地方？-2073072808.md
北京买房首先考虑学区恳请大家赐教选择哪里？,云上观房,0,https://www.zhihu.com/question/327699720/answer/3628972696,34,22,output/zhihu_chaoyang/markdown/1275-北京买房首先考虑学区恳请大家赐教选择哪里？-3628972696.md
北京东坝奥林匹克花园实验小学好吗？,帝都C博,4,https://www.zhihu.com/question/448523251/answer/3489938577,32,22,output/zhihu_chaoyang/markdown/071-北京东坝奥林匹克花园实验小学好吗？-3489938577.md
坐标北京海淀，2030年上小学，需要考虑学区房嘛?,Orcduke,6,https://www.zhihu.com/question/1895796895802173129/answer/1919664839674016924,31,22,output/zhihu_chaoyang/markdown/190-坐标北京海淀，2030年上小学，需要考虑学区房嘛-1919664839674016924.md
550万北京买房完全不考虑学区可以买到什么地方？,得啊欧里,3,https://www.zhihu.com/question/480266947/answer/2134516093,30,22,output/zhihu_chaoyang/markdown/659-550万北京买房完全不考虑学区可以买到什么地方？-2134516093.md
北京的中科院附属实验学校到底怎么样？,北京叮当,0,https://www.zhihu.com/question/330987672/answer/3050804092,30,22,output/zhihu_chaoyang/markdown/1022-北京的中科院附属实验学校到底怎么样？-3050804092.md
北京朝阳外国语学校小学部的入学条件是什么样的？,球球智,0,https://www.zhihu.com/question/20971807/answer/2882134720,29,22,output/zhihu_chaoyang/markdown/152-北京朝阳外国语学校小学部的入学条件是什么样的？-2882134720.md
在北京朝阳凯文学校上学是一种怎样的体验？,小T聊上学,0,https://www.zhihu.com/question/319263750/answer/2002010475202910091,28,22,output/zhihu_chaoyang/markdown/537-在北京朝阳凯文学校上学是一种怎样的体验？-2002010475202910091.md
孩子是北京朝阳区集体户，在朝阳无房，24年幼升小想要在朝阳租房上学，请问住到哪个位置好一些呢？,素文,1,https://www.zhihu.com/question/605652691/answer/3067146513,25,22,output/zhihu_chaoyang/markdown/078-孩子是北京朝阳区集体户，在朝阳无房，24年幼升小想要在朝阳租房上学，请问住到哪个位置好一些呢？-3067146513.md
朝阳区在北京市是一种什么样的存在？,如月千早,825,https://www.zhihu.com/question/31199698/answer/739754328,24,22,output/zhihu_chaoyang/markdown/644-朝阳区在北京市是一种什么样的存在？-739754328.md
怎么看待北京朝阳区的老破小降到100多万这件事？,西门灌,120,https://www.zhihu.com/question/1946900231301099666/answer/1998395153933698233,24,22,output/zhihu_chaoyang/markdown/318-怎么看待北京朝阳区的老破小降到100多万这件事？-1998395153933698233.md
怎么看待北京朝阳区的老破小降到100多万这件事？,momo,3332,https://www.zhihu.com/question/1946900231301099666/answer/1975825244678817642,22,22,output/zhihu_chaoyang/markdown/269-怎么看待北京朝阳区的老破小降到100多万这件事？-1975825244678817642.md
北京朝阳区两名小学教师违反师德，工作组进驻学校调查，该事件将如何解决？,风林火山,46,https://www.zhihu.com/question/509347418/answer/2293779946,22,22,output/zhihu_chaoyang/markdown/278-北京朝阳区两名小学教师违反师德，工作组进驻学校调查，该事件将如何解决？-2293779946.md
北京朝阳的学区房是不是智商税？,DropBox,15,https://www.zhihu.com/question/419191570/answer/3530156158,22,22,output/zhihu_chaoyang/markdown/476-北京朝阳的学区房是不是智商税？-3530156158.md
学区房买北京西城东城，还是朝阳？,林竹莺,11,https://www.zhihu.com/question/463574027/answer/1931548510,21,22,output/zhihu_chaoyang/markdown/564-学区房买北京西城东城，还是朝阳？-1931548510.md
2020年，北京有哪些学区房值得推荐？,蝴蝶指数,11,https://www.zhihu.com/question/376235967/answer/1570097139,21,22,output/zhihu_chaoyang/markdown/763-2020年，北京有哪些学区房值得推荐？-1570097139.md
北京朝阳区非京籍幼升小，居住证不满6个月怎么办？,专攻企业服务,0,https://www.zhihu.com/question/531621343/answer/2478427241,21,22,output/zhihu_chaoyang/markdown/150-北京朝阳区非京籍幼升小，居住证不满6个月怎么办？-2478427241.md
请问北京朝阳区教育资源和前景如何？如果买学区房的话在朝阳买有意义吗？,天蘅,1,https://www.zhihu.com/question/459115429/answer/1885045447,20,22,output/zhihu_chaoyang/markdown/253-请问北京朝阳区教育资源和前景如何？如果买学区房的话在朝阳买有意义吗？-1885045447.md
本人非京籍朝阳工作居住证，朝阳和东城学区怎么选？求指导~？,我叫小博,1,https://www.zhihu.com/question/1971980298943177785/answer/1975715855112368921,19,22,output/zhihu_chaoyang/markdown/157-本人非京籍朝阳工作居住证，朝阳和东城学区怎么选？求指导~？-1975715855112368921.md
本人非京籍朝阳工作居住证，朝阳和东城学区怎么选？求指导~？,智力乐园,1,https://www.zhihu.com/question/1971980298943177785/answer/1972918731526124127,19,22,output/zhihu_chaoyang/markdown/678-本人非京籍朝阳工作居住证，朝阳和东城学区怎么选？求指导~？-1972918731526124127.md
2023年北京刚需买房求推荐?,汤有为,31,https://www.zhihu.com/question/562412530/answer/2760924235,123,21,output/zhihu_chaoyang/markdown/865-2023年北京刚需买房求推荐-2760924235.md
请问北京买房：选东坝 还是常营 ？,老肖谈京房,1,https://www.zhihu.com/question/457694470/answer/2033582614926373576,69,21,output/zhihu_chaoyang/markdown/274-请问北京买房：选东坝-还是常营-？-2033582614926373576.md
孩子在北京西城公共户口上学好还是在朝阳或通州一般学区上学好?,老污龟,140,https://www.zhihu.com/question/534014049/answer/2876627596,37,21,output/zhihu_chaoyang/markdown/204-孩子在北京西城公共户口上学好还是在朝阳或通州一般学区上学好-2876627596.md
